timestamp, utilization,threshold, sampling_rate , execution_time
20251108_214532, 30, 60000, 75, 444
20251108_214532, 30, 60000, 75, 446
20251108_214532, 30, 60000, 75, 447
20251108_214533, 30, 60000, 75, 447
20251108_214533, 30, 60000, 75, 446
20251108_214534, 30, 60000, 75, 445
20251108_214534, 30, 60000, 75, 445
20251108_214535, 30, 60000, 75, 445
20251108_214535, 30, 60000, 75, 447
20251108_214536, 30, 60000, 80, 444
20251108_214536, 30, 60000, 80, 445
20251108_214537, 30, 60000, 80, 452
20251108_214537, 30, 60000, 80, 446
20251108_214537, 30, 60000, 80, 448
20251108_214538, 30, 60000, 80, 444
20251108_214538, 30, 60000, 80, 448
20251108_214539, 30, 60000, 80, 445
20251108_214539, 30, 60000, 80, 446
20251108_214540, 30, 60000, 80, 445
20251108_214540, 30, 60000, 85, 443
20251108_214541, 30, 60000, 85, 444
20251108_214541, 30, 60000, 85, 447
20251108_214541, 30, 60000, 85, 447
20251108_214542, 30, 60000, 85, 451
20251108_214542, 30, 60000, 85, 448
20251108_214543, 30, 60000, 85, 448
20251108_214543, 30, 60000, 85, 447
20251108_214544, 30, 60000, 85, 444
20251108_214544, 30, 60000, 85, 447
20251108_214545, 30, 60000, 90, 444
20251108_214545, 30, 60000, 90, 450
20251108_214546, 30, 60000, 90, 447
20251108_214546, 30, 60000, 90, 447
20251108_214546, 30, 60000, 90, 443
20251108_214547, 30, 60000, 90, 444
20251108_214547, 30, 60000, 90, 445
20251108_214548, 30, 60000, 90, 445
20251108_214548, 30, 60000, 90, 447
20251108_214549, 30, 60000, 90, 447
20251108_214549, 30, 60000, 95, 447
20251108_214550, 30, 60000, 95, 447
20251108_214550, 30, 60000, 95, 442
20251108_214551, 30, 60000, 95, 449
20251108_214551, 30, 60000, 95, 446
20251108_214551, 30, 60000, 95, 454
20251108_214552, 30, 60000, 95, 445
20251108_214552, 30, 60000, 95, 444
20251108_214553, 30, 60000, 95, 446
20251108_214553, 30, 60000, 95, 445
20251108_214554, 30, 70000, 75, 447
20251108_214554, 30, 70000, 75, 447
20251108_214555, 30, 70000, 75, 445
20251108_214555, 30, 70000, 75, 447
20251108_214556, 30, 70000, 75, 447
20251108_214556, 30, 70000, 75, 450
20251108_214556, 30, 70000, 75, 452
20251108_214557, 30, 70000, 75, 446
20251108_214557, 30, 70000, 75, 445
20251108_214558, 30, 70000, 75, 446
20251108_214558, 30, 70000, 80, 447
20251108_214559, 30, 70000, 80, 443
20251108_214559, 30, 70000, 80, 448
20251108_214600, 30, 70000, 80, 445
20251108_214600, 30, 70000, 80, 445
20251108_214601, 30, 70000, 80, 447
20251108_214601, 30, 70000, 80, 448
20251108_214601, 30, 70000, 80, 446
20251108_214602, 30, 70000, 80, 444
20251108_214602, 30, 70000, 80, 445
20251108_214603, 30, 70000, 85, 443
20251108_214603, 30, 70000, 85, 446
20251108_214604, 30, 70000, 85, 448
20251108_214604, 30, 70000, 85, 448
20251108_214605, 30, 70000, 85, 447
20251108_214605, 30, 70000, 85, 449
20251108_214606, 30, 70000, 85, 447
20251108_214606, 30, 70000, 85, 446
20251108_214606, 30, 70000, 85, 447
20251108_214607, 30, 70000, 85, 454
20251108_214607, 30, 70000, 90, 446
20251108_214608, 30, 70000, 90, 447
20251108_214608, 30, 70000, 90, 445
20251108_214609, 30, 70000, 90, 448
20251108_214609, 30, 70000, 90, 448
20251108_214610, 30, 70000, 90, 448
20251108_214610, 30, 70000, 90, 445
20251108_214610, 30, 70000, 90, 447
20251108_214611, 30, 70000, 90, 446
20251108_214611, 30, 70000, 90, 449
20251108_214612, 30, 70000, 95, 450
20251108_214612, 30, 70000, 95, 445
20251108_214613, 30, 70000, 95, 449
20251108_214613, 30, 70000, 95, 448
20251108_214614, 30, 70000, 95, 446
20251108_214614, 30, 70000, 95, 447
20251108_214615, 30, 70000, 95, 446
20251108_214615, 30, 70000, 95, 448
20251108_214615, 30, 70000, 95, 447
20251108_214616, 30, 70000, 95, 447
20251108_214616, 30, 80000, 75, 440
20251108_214617, 30, 80000, 75, 449
20251108_214617, 30, 80000, 75, 443
20251108_214618, 30, 80000, 75, 445
20251108_214618, 30, 80000, 75, 445
20251108_214619, 30, 80000, 75, 447
20251108_214619, 30, 80000, 75, 451
20251108_214620, 30, 80000, 75, 446
20251108_214620, 30, 80000, 75, 444
20251108_214620, 30, 80000, 75, 444
20251108_214621, 30, 80000, 80, 440
20251108_214621, 30, 80000, 80, 445
20251108_214622, 30, 80000, 80, 443
20251108_214622, 30, 80000, 80, 448
20251108_214623, 30, 80000, 80, 444
20251108_214623, 30, 80000, 80, 446
20251108_214624, 30, 80000, 80, 444
20251108_214624, 30, 80000, 80, 447
20251108_214625, 30, 80000, 80, 448
20251108_214625, 30, 80000, 80, 448
20251108_214625, 30, 80000, 85, 443
20251108_214626, 30, 80000, 85, 444
20251108_214626, 30, 80000, 85, 445
20251108_214627, 30, 80000, 85, 447
20251108_214627, 30, 80000, 85, 444
20251108_214628, 30, 80000, 85, 445
20251108_214628, 30, 80000, 85, 447
20251108_214629, 30, 80000, 85, 448
20251108_214629, 30, 80000, 85, 445
20251108_214630, 30, 80000, 85, 445
20251108_214630, 30, 80000, 90, 438
20251108_214630, 30, 80000, 90, 442
20251108_214631, 30, 80000, 90, 446
20251108_214631, 30, 80000, 90, 444
20251108_214632, 30, 80000, 90, 452
20251108_214632, 30, 80000, 90, 445
20251108_214633, 30, 80000, 90, 447
20251108_214633, 30, 80000, 90, 443
20251108_214634, 30, 80000, 90, 445
20251108_214634, 30, 80000, 90, 445
20251108_214634, 30, 80000, 95, 447
20251108_214635, 30, 80000, 95, 446
20251108_214635, 30, 80000, 95, 447
20251108_214636, 30, 80000, 95, 446
20251108_214636, 30, 80000, 95, 446
20251108_214637, 30, 80000, 95, 448
20251108_214637, 30, 80000, 95, 445
20251108_214638, 30, 80000, 95, 444
20251108_214638, 30, 80000, 95, 447
20251108_214639, 30, 80000, 95, 444
20251108_214639, 30, 90000, 75, 443
20251108_214639, 30, 90000, 75, 441
20251108_214640, 30, 90000, 75, 442
20251108_214640, 30, 90000, 75, 444
20251108_214641, 30, 90000, 75, 443
20251108_214641, 30, 90000, 75, 443
20251108_214642, 30, 90000, 75, 449
20251108_214642, 30, 90000, 75, 445
20251108_214643, 30, 90000, 75, 444
20251108_214643, 30, 90000, 75, 446
20251108_214644, 30, 90000, 80, 444
20251108_214644, 30, 90000, 80, 443
20251108_214644, 30, 90000, 80, 442
20251108_214645, 30, 90000, 80, 445
20251108_214645, 30, 90000, 80, 446
20251108_214646, 30, 90000, 80, 442
20251108_214646, 30, 90000, 80, 450
20251108_214647, 30, 90000, 80, 444
20251108_214647, 30, 90000, 80, 442
20251108_214648, 30, 90000, 80, 440
20251108_214648, 30, 90000, 85, 439
20251108_214648, 30, 90000, 85, 442
20251108_214649, 30, 90000, 85, 442
20251108_214649, 30, 90000, 85, 441
20251108_214650, 30, 90000, 85, 441
20251108_214650, 30, 90000, 85, 444
20251108_214651, 30, 90000, 85, 442
20251108_214651, 30, 90000, 85, 445
20251108_214652, 30, 90000, 85, 450
20251108_214652, 30, 90000, 85, 446
20251108_214653, 30, 90000, 90, 443
20251108_214653, 30, 90000, 90, 443
20251108_214653, 30, 90000, 90, 444
20251108_214654, 30, 90000, 90, 442
20251108_214654, 30, 90000, 90, 443
20251108_214655, 30, 90000, 90, 442
20251108_214655, 30, 90000, 90, 441
20251108_214656, 30, 90000, 90, 442
20251108_214656, 30, 90000, 90, 443
20251108_214657, 30, 90000, 90, 446
20251108_214657, 30, 90000, 95, 440
20251108_214657, 30, 90000, 95, 442
20251108_214658, 30, 90000, 95, 444
20251108_214658, 30, 90000, 95, 444
20251108_214659, 30, 90000, 95, 443
20251108_214659, 30, 90000, 95, 444
20251108_214700, 30, 90000, 95, 441
20251108_214700, 30, 90000, 95, 440
20251108_214701, 30, 90000, 95, 441
20251108_214701, 30, 90000, 95, 441
20251108_214702, 30, 100000, 75, 453
20251108_214702, 30, 100000, 75, 441
20251108_214702, 30, 100000, 75, 443
20251108_214703, 30, 100000, 75, 442
20251108_214703, 30, 100000, 75, 440
20251108_214704, 30, 100000, 75, 440
20251108_214704, 30, 100000, 75, 439
20251108_214705, 30, 100000, 75, 440
20251108_214705, 30, 100000, 75, 441
20251108_214706, 30, 100000, 75, 439
20251108_214706, 30, 100000, 80, 440
20251108_214706, 30, 100000, 80, 442
20251108_214707, 30, 100000, 80, 443
20251108_214707, 30, 100000, 80, 440
20251108_214708, 30, 100000, 80, 442
20251108_214708, 30, 100000, 80, 444
20251108_214709, 30, 100000, 80, 440
20251108_214709, 30, 100000, 80, 442
20251108_214710, 30, 100000, 80, 439
20251108_214710, 30, 100000, 80, 444
20251108_214710, 30, 100000, 85, 442
20251108_214711, 30, 100000, 85, 439
20251108_214711, 30, 100000, 85, 442
20251108_214712, 30, 100000, 85, 442
20251108_214712, 30, 100000, 85, 445
20251108_214713, 30, 100000, 85, 444
20251108_214713, 30, 100000, 85, 440
20251108_214714, 30, 100000, 85, 440
20251108_214714, 30, 100000, 85, 442
20251108_214714, 30, 100000, 85, 443
20251108_214715, 30, 100000, 90, 444
20251108_214715, 30, 100000, 90, 443
20251108_214716, 30, 100000, 90, 441
20251108_214716, 30, 100000, 90, 440
20251108_214717, 30, 100000, 90, 449
20251108_214717, 30, 100000, 90, 443
20251108_214718, 30, 100000, 90, 441
20251108_214718, 30, 100000, 90, 441
20251108_214719, 30, 100000, 90, 442
20251108_214719, 30, 100000, 90, 440
20251108_214719, 30, 100000, 95, 441
20251108_214720, 30, 100000, 95, 442
20251108_214720, 30, 100000, 95, 443
20251108_214721, 30, 100000, 95, 444
20251108_214721, 30, 100000, 95, 447
20251108_214722, 30, 100000, 95, 443
20251108_214722, 30, 100000, 95, 445
20251108_214723, 30, 100000, 95, 445
20251108_214723, 30, 100000, 95, 439
20251108_214723, 30, 100000, 95, 440
20251108_214724, 40, 10000, 75, 517
20251108_214724, 40, 10000, 75, 524
20251108_214725, 40, 10000, 75, 522
20251108_214726, 40, 10000, 75, 523
20251108_214726, 40, 10000, 75, 524
20251108_214727, 40, 10000, 75, 523
20251108_214727, 40, 10000, 75, 526
20251108_214728, 40, 10000, 75, 524
20251108_214728, 40, 10000, 75, 523
20251108_214729, 40, 10000, 75, 526
20251108_214729, 40, 10000, 80, 520
20251108_214730, 40, 10000, 80, 524
20251108_214730, 40, 10000, 80, 525
20251108_214731, 40, 10000, 80, 526
20251108_214731, 40, 10000, 80, 533
20251108_214732, 40, 10000, 80, 524
20251108_214732, 40, 10000, 80, 524
20251108_214733, 40, 10000, 80, 525
20251108_214734, 40, 10000, 80, 523
20251108_214734, 40, 10000, 80, 525
20251108_214735, 40, 10000, 85, 521
20251108_214735, 40, 10000, 85, 526
20251108_214736, 40, 10000, 85, 526
20251108_214736, 40, 10000, 85, 525
20251108_214737, 40, 10000, 85, 524
20251108_214737, 40, 10000, 85, 525
20251108_214738, 40, 10000, 85, 523
20251108_214738, 40, 10000, 85, 527
20251108_214739, 40, 10000, 85, 523
20251108_214739, 40, 10000, 85, 526
20251108_214740, 40, 10000, 90, 524
20251108_214740, 40, 10000, 90, 525
20251108_214741, 40, 10000, 90, 526
20251108_214741, 40, 10000, 90, 525
20251108_214742, 40, 10000, 90, 524
20251108_214743, 40, 10000, 90, 525
20251108_214743, 40, 10000, 90, 522
20251108_214744, 40, 10000, 90, 522
20251108_214744, 40, 10000, 90, 522
20251108_214745, 40, 10000, 90, 527
20251108_214745, 40, 10000, 95, 524
20251108_214746, 40, 10000, 95, 523
20251108_214746, 40, 10000, 95, 523
20251108_214747, 40, 10000, 95, 524
20251108_214747, 40, 10000, 95, 523
20251108_214748, 40, 10000, 95, 525
20251108_214748, 40, 10000, 95, 524
20251108_214749, 40, 10000, 95, 523
20251108_214749, 40, 10000, 95, 525
20251108_214750, 40, 10000, 95, 526
20251108_214751, 40, 20000, 75, 524
20251108_214751, 40, 20000, 75, 527
20251108_214752, 40, 20000, 75, 524
20251108_214752, 40, 20000, 75, 526
20251108_214753, 40, 20000, 75, 526
20251108_214753, 40, 20000, 75, 525
20251108_214754, 40, 20000, 75, 529
20251108_214754, 40, 20000, 75, 525
20251108_214755, 40, 20000, 75, 520
20251108_214755, 40, 20000, 75, 528
20251108_214756, 40, 20000, 80, 522
20251108_214756, 40, 20000, 80, 526
20251108_214757, 40, 20000, 80, 537
20251108_214757, 40, 20000, 80, 526
20251108_214758, 40, 20000, 80, 526
20251108_214759, 40, 20000, 80, 523
20251108_214759, 40, 20000, 80, 527
20251108_214800, 40, 20000, 80, 526
20251108_214800, 40, 20000, 80, 525
20251108_214801, 40, 20000, 80, 525
20251108_214801, 40, 20000, 85, 525
20251108_214802, 40, 20000, 85, 525
20251108_214802, 40, 20000, 85, 526
20251108_214803, 40, 20000, 85, 526
20251108_214803, 40, 20000, 85, 524
20251108_214804, 40, 20000, 85, 529
20251108_214804, 40, 20000, 85, 529
20251108_214805, 40, 20000, 85, 527
20251108_214805, 40, 20000, 85, 527
20251108_214806, 40, 20000, 85, 525
20251108_214807, 40, 20000, 90, 521
20251108_214807, 40, 20000, 90, 524
20251108_214808, 40, 20000, 90, 525
20251108_214808, 40, 20000, 90, 525
20251108_214809, 40, 20000, 90, 523
20251108_214809, 40, 20000, 90, 525
20251108_214810, 40, 20000, 90, 526
20251108_214810, 40, 20000, 90, 527
20251108_214811, 40, 20000, 90, 525
20251108_214811, 40, 20000, 90, 524
20251108_214812, 40, 20000, 95, 520
20251108_214812, 40, 20000, 95, 524
20251108_214813, 40, 20000, 95, 525
20251108_214813, 40, 20000, 95, 525
20251108_214814, 40, 20000, 95, 526
20251108_214814, 40, 20000, 95, 526
20251108_214815, 40, 20000, 95, 524
20251108_214816, 40, 20000, 95, 526
20251108_214816, 40, 20000, 95, 524
20251108_214817, 40, 20000, 95, 526
20251108_214817, 40, 30000, 75, 526
20251108_214818, 40, 30000, 75, 532
20251108_214818, 40, 30000, 75, 529
20251108_214819, 40, 30000, 75, 528
20251108_214819, 40, 30000, 75, 521
20251108_214820, 40, 30000, 75, 526
20251108_214820, 40, 30000, 75, 525
20251108_214821, 40, 30000, 75, 525
20251108_214821, 40, 30000, 75, 523
20251108_214822, 40, 30000, 75, 528
20251108_214822, 40, 30000, 80, 527
20251108_214823, 40, 30000, 80, 529
20251108_214824, 40, 30000, 80, 528
20251108_214824, 40, 30000, 80, 528
20251108_214825, 40, 30000, 80, 528
20251108_214825, 40, 30000, 80, 528
20251108_214826, 40, 30000, 80, 527
20251108_214826, 40, 30000, 80, 527
20251108_214827, 40, 30000, 80, 526
20251108_214827, 40, 30000, 80, 527
20251108_214828, 40, 30000, 85, 528
20251108_214828, 40, 30000, 85, 524
20251108_214829, 40, 30000, 85, 528
20251108_214829, 40, 30000, 85, 529
20251108_214830, 40, 30000, 85, 529
20251108_214830, 40, 30000, 85, 528
20251108_214831, 40, 30000, 85, 529
20251108_214832, 40, 30000, 85, 528
20251108_214832, 40, 30000, 85, 524
20251108_214833, 40, 30000, 85, 526
20251108_214833, 40, 30000, 90, 519
20251108_214834, 40, 30000, 90, 528
20251108_214834, 40, 30000, 90, 526
20251108_214835, 40, 30000, 90, 527
20251108_214835, 40, 30000, 90, 524
20251108_214836, 40, 30000, 90, 524
20251108_214836, 40, 30000, 90, 524
20251108_214837, 40, 30000, 90, 522
20251108_214837, 40, 30000, 90, 527
20251108_214838, 40, 30000, 90, 531
20251108_214838, 40, 30000, 95, 526
20251108_214839, 40, 30000, 95, 528
20251108_214840, 40, 30000, 95, 526
20251108_214840, 40, 30000, 95, 525
20251108_214841, 40, 30000, 95, 528
20251108_214841, 40, 30000, 95, 531
20251108_214842, 40, 30000, 95, 526
20251108_214842, 40, 30000, 95, 527
20251108_214843, 40, 30000, 95, 528
20251108_214843, 40, 30000, 95, 525
20251108_214844, 40, 40000, 75, 525
20251108_214844, 40, 40000, 75, 528
20251108_214845, 40, 40000, 75, 528
20251108_214845, 40, 40000, 75, 528
20251108_214846, 40, 40000, 75, 526
20251108_214846, 40, 40000, 75, 525
20251108_214847, 40, 40000, 75, 526
20251108_214848, 40, 40000, 75, 526
20251108_214848, 40, 40000, 75, 528
20251108_214849, 40, 40000, 75, 528
20251108_214849, 40, 40000, 80, 523
20251108_214850, 40, 40000, 80, 526
20251108_214850, 40, 40000, 80, 528
20251108_214851, 40, 40000, 80, 527
20251108_214851, 40, 40000, 80, 527
20251108_214852, 40, 40000, 80, 526
20251108_214852, 40, 40000, 80, 527
20251108_214853, 40, 40000, 80, 524
20251108_214853, 40, 40000, 80, 524
20251108_214854, 40, 40000, 80, 528
20251108_214854, 40, 40000, 85, 522
20251108_214855, 40, 40000, 85, 529
20251108_214856, 40, 40000, 85, 525
20251108_214856, 40, 40000, 85, 525
20251108_214857, 40, 40000, 85, 528
20251108_214857, 40, 40000, 85, 532
20251108_214858, 40, 40000, 85, 528
20251108_214858, 40, 40000, 85, 527
20251108_214859, 40, 40000, 85, 526
20251108_214859, 40, 40000, 85, 529
20251108_214900, 40, 40000, 90, 519
20251108_214900, 40, 40000, 90, 525
20251108_214901, 40, 40000, 90, 527
20251108_214901, 40, 40000, 90, 526
20251108_214902, 40, 40000, 90, 528
20251108_214902, 40, 40000, 90, 527
20251108_214903, 40, 40000, 90, 530
20251108_214904, 40, 40000, 90, 527
20251108_214904, 40, 40000, 90, 525
20251108_214905, 40, 40000, 90, 527
20251108_214905, 40, 40000, 95, 527
20251108_214906, 40, 40000, 95, 526
20251108_214906, 40, 40000, 95, 524
20251108_214907, 40, 40000, 95, 535
20251108_214907, 40, 40000, 95, 528
20251108_214908, 40, 40000, 95, 525
20251108_214908, 40, 40000, 95, 524
20251108_214909, 40, 40000, 95, 528
20251108_214909, 40, 40000, 95, 523
20251108_214910, 40, 40000, 95, 528
20251108_214910, 40, 50000, 75, 524
20251108_214911, 40, 50000, 75, 527
20251108_214912, 40, 50000, 75, 528
20251108_214912, 40, 50000, 75, 528
20251108_214913, 40, 50000, 75, 528
20251108_214913, 40, 50000, 75, 525
20251108_214914, 40, 50000, 75, 526
20251108_214914, 40, 50000, 75, 526
20251108_214915, 40, 50000, 75, 523
20251108_214915, 40, 50000, 75, 526
20251108_214916, 40, 50000, 80, 521
20251108_214916, 40, 50000, 80, 525
20251108_214917, 40, 50000, 80, 528
20251108_214917, 40, 50000, 80, 530
20251108_214918, 40, 50000, 80, 523
20251108_214918, 40, 50000, 80, 527
20251108_214919, 40, 50000, 80, 523
20251108_214920, 40, 50000, 80, 526
20251108_214920, 40, 50000, 80, 528
20251108_214921, 40, 50000, 80, 530
20251108_214921, 40, 50000, 85, 523
20251108_214922, 40, 50000, 85, 527
20251108_214922, 40, 50000, 85, 527
20251108_214923, 40, 50000, 85, 529
20251108_214923, 40, 50000, 85, 525
20251108_214924, 40, 50000, 85, 526
20251108_214924, 40, 50000, 85, 525
20251108_214925, 40, 50000, 85, 527
20251108_214925, 40, 50000, 85, 525
20251108_214926, 40, 50000, 85, 526
20251108_214926, 40, 50000, 90, 521
20251108_214927, 40, 50000, 90, 525
20251108_214928, 40, 50000, 90, 523
20251108_214928, 40, 50000, 90, 530
20251108_214929, 40, 50000, 90, 528
20251108_214929, 40, 50000, 90, 525
20251108_214930, 40, 50000, 90, 526
20251108_214930, 40, 50000, 90, 523
20251108_214931, 40, 50000, 90, 525
20251108_214931, 40, 50000, 90, 527
20251108_214932, 40, 50000, 95, 521
20251108_214932, 40, 50000, 95, 525
20251108_214933, 40, 50000, 95, 526
20251108_214933, 40, 50000, 95, 525
20251108_214934, 40, 50000, 95, 528
20251108_214934, 40, 50000, 95, 525
20251108_214935, 40, 50000, 95, 525
20251108_214935, 40, 50000, 95, 526
20251108_214936, 40, 50000, 95, 524
20251108_214937, 40, 50000, 95, 525
20251108_214937, 40, 60000, 75, 525
20251108_214938, 40, 60000, 75, 524
20251108_214938, 40, 60000, 75, 525
20251108_214939, 40, 60000, 75, 526
20251108_214939, 40, 60000, 75, 523
20251108_214940, 40, 60000, 75, 524
20251108_214940, 40, 60000, 75, 527
20251108_214941, 40, 60000, 75, 528
20251108_214941, 40, 60000, 75, 522
20251108_214942, 40, 60000, 75, 525
20251108_214942, 40, 60000, 80, 524
20251108_214943, 40, 60000, 80, 520
20251108_214943, 40, 60000, 80, 526
20251108_214944, 40, 60000, 80, 527
20251108_214945, 40, 60000, 80, 526
20251108_214945, 40, 60000, 80, 520
20251108_214946, 40, 60000, 80, 526
20251108_214946, 40, 60000, 80, 534
20251108_214947, 40, 60000, 80, 526
20251108_214947, 40, 60000, 80, 526
20251108_214948, 40, 60000, 85, 524
20251108_214948, 40, 60000, 85, 522
20251108_214949, 40, 60000, 85, 523
20251108_214949, 40, 60000, 85, 527
20251108_214950, 40, 60000, 85, 526
20251108_214950, 40, 60000, 85, 524
20251108_214951, 40, 60000, 85, 523
20251108_214951, 40, 60000, 85, 524
20251108_214952, 40, 60000, 85, 527
20251108_214953, 40, 60000, 85, 523
20251108_214953, 40, 60000, 90, 522
20251108_214954, 40, 60000, 90, 525
20251108_214954, 40, 60000, 90, 524
20251108_214955, 40, 60000, 90, 524
20251108_214955, 40, 60000, 90, 523
20251108_214956, 40, 60000, 90, 522
20251108_214956, 40, 60000, 90, 524
20251108_214957, 40, 60000, 90, 528
20251108_214957, 40, 60000, 90, 524
20251108_214958, 40, 60000, 90, 525
20251108_214958, 40, 60000, 95, 523
20251108_214959, 40, 60000, 95, 526
20251108_214959, 40, 60000, 95, 523
20251108_215000, 40, 60000, 95, 521
20251108_215000, 40, 60000, 95, 528
20251108_215001, 40, 60000, 95, 527
20251108_215002, 40, 60000, 95, 522
20251108_215002, 40, 60000, 95, 521
20251108_215003, 40, 60000, 95, 524
20251108_215003, 40, 60000, 95, 528
20251108_215004, 40, 70000, 75, 524
20251108_215004, 40, 70000, 75, 525
20251108_215005, 40, 70000, 75, 524
20251108_215005, 40, 70000, 75, 522
20251108_215006, 40, 70000, 75, 524
20251108_215006, 40, 70000, 75, 525
20251108_215007, 40, 70000, 75, 525
20251108_215007, 40, 70000, 75, 525
20251108_215008, 40, 70000, 75, 524
20251108_215008, 40, 70000, 75, 528
20251108_215009, 40, 70000, 80, 521
20251108_215010, 40, 70000, 80, 529
20251108_215010, 40, 70000, 80, 525
20251108_215011, 40, 70000, 80, 525
20251108_215011, 40, 70000, 80, 522
20251108_215012, 40, 70000, 80, 535
20251108_215012, 40, 70000, 80, 530
20251108_215013, 40, 70000, 80, 525
20251108_215013, 40, 70000, 80, 528
20251108_215014, 40, 70000, 80, 526
20251108_215014, 40, 70000, 85, 523
20251108_215015, 40, 70000, 85, 523
20251108_215015, 40, 70000, 85, 528
20251108_215016, 40, 70000, 85, 526
20251108_215016, 40, 70000, 85, 527
20251108_215017, 40, 70000, 85, 525
20251108_215018, 40, 70000, 85, 525
20251108_215018, 40, 70000, 85, 527
20251108_215019, 40, 70000, 85, 523
20251108_215019, 40, 70000, 85, 522
20251108_215020, 40, 70000, 90, 526
20251108_215020, 40, 70000, 90, 525
20251108_215021, 40, 70000, 90, 525
20251108_215021, 40, 70000, 90, 526
20251108_215022, 40, 70000, 90, 528
20251108_215022, 40, 70000, 90, 529
20251108_215023, 40, 70000, 90, 529
20251108_215023, 40, 70000, 90, 524
20251108_215024, 40, 70000, 90, 525
20251108_215024, 40, 70000, 90, 524
20251108_215025, 40, 70000, 95, 528
20251108_215025, 40, 70000, 95, 526
20251108_215026, 40, 70000, 95, 526
20251108_215027, 40, 70000, 95, 525
20251108_215027, 40, 70000, 95, 526
20251108_215028, 40, 70000, 95, 525
20251108_215028, 40, 70000, 95, 525
20251108_215029, 40, 70000, 95, 525
20251108_215029, 40, 70000, 95, 527
20251108_215030, 40, 70000, 95, 524
20251108_215030, 40, 80000, 75, 523
20251108_215031, 40, 80000, 75, 525
20251108_215031, 40, 80000, 75, 533
20251108_215032, 40, 80000, 75, 579
20251108_215032, 40, 80000, 75, 525
20251108_215033, 40, 80000, 75, 526
20251108_215034, 40, 80000, 75, 525
20251108_215034, 40, 80000, 75, 526
20251108_215035, 40, 80000, 75, 524
20251108_215035, 40, 80000, 75, 525
20251108_215036, 40, 80000, 80, 518
20251108_215036, 40, 80000, 80, 527
20251108_215037, 40, 80000, 80, 525
20251108_215037, 40, 80000, 80, 522
20251108_215038, 40, 80000, 80, 527
20251108_215038, 40, 80000, 80, 527
20251108_215039, 40, 80000, 80, 524
20251108_215039, 40, 80000, 80, 525
20251108_215040, 40, 80000, 80, 525
20251108_215040, 40, 80000, 80, 522
20251108_215041, 40, 80000, 85, 520
20251108_215042, 40, 80000, 85, 525
20251108_215042, 40, 80000, 85, 525
20251108_215043, 40, 80000, 85, 527
20251108_215043, 40, 80000, 85, 526
20251108_215044, 40, 80000, 85, 523
20251108_215044, 40, 80000, 85, 524
20251108_215045, 40, 80000, 85, 524
20251108_215045, 40, 80000, 85, 527
20251108_215046, 40, 80000, 85, 526
20251108_215046, 40, 80000, 90, 534
20251108_215047, 40, 80000, 90, 524
20251108_215047, 40, 80000, 90, 527
20251108_215048, 40, 80000, 90, 525
20251108_215048, 40, 80000, 90, 528
20251108_215049, 40, 80000, 90, 526
20251108_215049, 40, 80000, 90, 527
20251108_215050, 40, 80000, 90, 527
20251108_215051, 40, 80000, 90, 528
20251108_215051, 40, 80000, 90, 523
20251108_215052, 40, 80000, 95, 525
20251108_215052, 40, 80000, 95, 526
20251108_215053, 40, 80000, 95, 525
20251108_215053, 40, 80000, 95, 524
20251108_215054, 40, 80000, 95, 525
20251108_215054, 40, 80000, 95, 526
20251108_215055, 40, 80000, 95, 525
20251108_215055, 40, 80000, 95, 525
20251108_215056, 40, 80000, 95, 523
20251108_215056, 40, 80000, 95, 525
20251108_215057, 40, 90000, 75, 523
20251108_215057, 40, 90000, 75, 521
20251108_215058, 40, 90000, 75, 523
20251108_215059, 40, 90000, 75, 520
20251108_215059, 40, 90000, 75, 522
20251108_215100, 40, 90000, 75, 523
20251108_215100, 40, 90000, 75, 520
20251108_215101, 40, 90000, 75, 523
20251108_215101, 40, 90000, 75, 522
20251108_215102, 40, 90000, 75, 520
20251108_215102, 40, 90000, 80, 524
20251108_215103, 40, 90000, 80, 522
20251108_215103, 40, 90000, 80, 523
20251108_215104, 40, 90000, 80, 521
20251108_215104, 40, 90000, 80, 520
20251108_215105, 40, 90000, 80, 519
20251108_215105, 40, 90000, 80, 522
20251108_215106, 40, 90000, 80, 519
20251108_215106, 40, 90000, 80, 522
20251108_215107, 40, 90000, 80, 520
20251108_215108, 40, 90000, 85, 522
20251108_215108, 40, 90000, 85, 521
20251108_215109, 40, 90000, 85, 520
20251108_215109, 40, 90000, 85, 523
20251108_215110, 40, 90000, 85, 520
20251108_215110, 40, 90000, 85, 521
20251108_215111, 40, 90000, 85, 520
20251108_215111, 40, 90000, 85, 521
20251108_215112, 40, 90000, 85, 522
20251108_215112, 40, 90000, 85, 520
20251108_215113, 40, 90000, 90, 524
20251108_215113, 40, 90000, 90, 523
20251108_215114, 40, 90000, 90, 518
20251108_215114, 40, 90000, 90, 523
20251108_215115, 40, 90000, 90, 522
20251108_215115, 40, 90000, 90, 522
20251108_215116, 40, 90000, 90, 521
20251108_215116, 40, 90000, 90, 520
20251108_215117, 40, 90000, 90, 524
20251108_215118, 40, 90000, 90, 519
20251108_215118, 40, 90000, 95, 522
20251108_215119, 40, 90000, 95, 523
20251108_215119, 40, 90000, 95, 520
20251108_215120, 40, 90000, 95, 522
20251108_215120, 40, 90000, 95, 523
20251108_215121, 40, 90000, 95, 522
20251108_215121, 40, 90000, 95, 521
20251108_215122, 40, 90000, 95, 521
20251108_215122, 40, 90000, 95, 524
